Date,Store,Location,Product,Category,Units Sold,Unit Price,Total Sales
2024-03-18,Brew Haven,Los Angeles,Espresso,Beverage,37,3.0,111.0
2024-03-18,Brew Haven,Los Angeles,Espresso,Beverage,91,3.0,273.0
2024-03-18,Daily Grind,Chicago,Muffin,Bakery,30,2.5,75.0
2024-03-18,Daily Grind,Chicago,Muffin,Bakery,85,2.5,212.5
2024-03-18,Daily Grind,Chicago,Bagel,Bakery,79,2.0,158.0
2024-03-18,Daily Grind,Chicago,Muffin,Bakery,62,2.5,155.0
2024-03-18,Daily Grind,Chicago,Croissant,Bakery,65,3.0,195.0
2024-03-18,Daily Grind,Chicago,Cold Brew,Beverage,37,4.0,148.0
2024-03-18,Daily Grind,Chicago,Latte,Beverage,85,4.5,382.5
2024-03-18,Mocha Magic,San Francisco,Latte,Beverage,43,4.5,193.5
2024-03-18,Mocha Magic,San Francisco,Cold Brew,Beverage,47,4.0,188.0
2024-03-18,Mocha Magic,San Francisco,Bagel,Bakery,69,2.0,138.0
2024-03-18,Mocha Magic,San Francisco,Bagel,Bakery,43,2.0,86.0
2024-03-18,Mocha Magic,San Francisco,Muffin,Bakery,78,2.5,195.0
2024-03-18,Mocha Magic,San Francisco,Muffin,Bakery,61,2.5,152.5
2024-03-18,Mocha Magic,San Francisco,Cold Brew,Beverage,14,4.0,56.0
2024-03-18,Mocha Magic,San Francisco,Cold Brew,Beverage,34,4.0,136.0
2024-03-18,Mocha Magic,San Francisco,Bagel,Bakery,78,2.0,156.0
2024-03-18,Mocha Magic,San Francisco,Muffin,Bakery,27,2.5,67.5
2024-03-19,Central Perk,New York,Croissant,Bakery,79,3.0,237.0
2024-03-19,Central Perk,New York,Muffin,Bakery,95,2.5,237.5
2024-03-19,Central Perk,New York,Bagel,Bakery,16,2.0,32.0
2024-03-19,Central Perk,New York,Cold Brew,Beverage,24,4.0,96.0
2024-03-19,Central Perk,New York,Croissant,Bakery,31,3.0,93.0
2024-03-19,Central Perk,New York,Latte,Beverage,54,4.5,243.0
2024-03-19,Central Perk,New York,Croissant,Bakery,44,3.0,132.0
2024-03-19,Central Perk,New York,Espresso,Beverage,89,3.0,267.0
2024-03-19,Brew Haven,Los Angeles,Latte,Beverage,78,4.5,351.0
2024-03-19,Brew Haven,Los Angeles,Croissant,Bakery,31,3.0,93.0
2024-03-19,Brew Haven,Los Angeles,Muffin,Bakery,29,2.5,72.5
2024-03-19,Brew Haven,Los Angeles,Croissant,Bakery,19,3.0,57.0
2024-03-19,Brew Haven,Los Angeles,Cold Brew,Beverage,26,4.0,104.0
2024-03-19,Daily Grind,Chicago,Croissant,Bakery,37,3.0,111.0
2024-03-19,Daily Grind,Chicago,Latte,Beverage,78,4.5,351.0
2024-03-19,Daily Grind,Chicago,Muffin,Bakery,46,2.5,115.0
2024-03-19,Daily Grind,Chicago,Latte,Beverage,55,4.5,247.5
2024-03-19,Daily Grind,Chicago,Espresso,Beverage,32,3.0,96.0
2024-03-19,Daily Grind,Chicago,Bagel,Bakery,49,2.0,98.0
2024-03-19,Daily Grind,Chicago,Croissant,Bakery,10,3.0,30.0
2024-03-19,Mocha Magic,San Francisco,Bagel,Bakery,59,2.0,118.0
2024-03-19,Mocha Magic,San Francisco,Bagel,Bakery,48,2.0,96.0
2024-03-19,Mocha Magic,San Francisco,Croissant,Bakery,70,3.0,210.0
2024-03-19,Mocha Magic,San Francisco,Latte,Beverage,53,4.5,238.5
2024-03-19,Mocha Magic,San Francisco,Croissant,Bakery,94,3.0,282.0
2024-03-19,Mocha Magic,San Francisco,Latte,Beverage,38,4.5,171.0
2024-03-19,Mocha Magic,San Francisco,Muffin,Bakery,72,2.5,180.0
2024-03-20,Central Perk,New York,Cold Brew,Beverage,22,4.0,88.0
2024-03-20,Central Perk,New York,Bagel,Bakery,19,2.0,38.0
2024-03-20,Central Perk,New York,Espresso,Beverage,48,3.0,144.0
2024-03-20,Central Perk,New York,Croissant,Bakery,52,3.0,156.0
2024-03-20,Central Perk,New York,Muffin,Bakery,88,2.5,220.0
2024-03-20,Central Perk,New York,Latte,Beverage,46,4.5,207.0
2024-03-20,Central Perk,New York,Muffin,Bakery,99,2.5,247.5
2024-03-20,Central Perk,New York,Cold Brew,Beverage,35,4.0,140.0
2024-03-20,Central Perk,New York,Cold Brew,Beverage,92,4.0,368.0
2024-03-20,Brew Haven,Los Angeles,Espresso,Beverage,14,3.0,42.0
2024-03-20,Brew Haven,Los Angeles,Croissant,Bakery,77,3.0,231.0
2024-03-20,Brew Haven,Los Angeles,Muffin,Bakery,33,2.5,82.5
2024-03-20,Brew Haven,Los Angeles,Espresso,Beverage,74,3.0,222.0
2024-03-20,Brew Haven,Los Angeles,Muffin,Bakery,37,2.5,92.5
2024-03-20,Brew Haven,Los Angeles,Muffin,Bakery,100,2.5,250.0
2024-03-20,Daily Grind,Chicago,Muffin,Bakery,86,2.5,215.0
2024-03-20,Daily Grind,Chicago,Bagel,Bakery,94,2.0,188.0
2024-03-20,Daily Grind,Chicago,Croissant,Bakery,99,3.0,297.0
2024-03-20,Daily Grind,Chicago,Bagel,Bakery,47,2.0,94.0
2024-03-20,Daily Grind,Chicago,Bagel,Bakery,94,2.0,188.0
2024-03-20,Daily Grind,Chicago,Muffin,Bakery,23,2.5,57.5
2024-03-20,Daily Grind,Chicago,Espresso,Beverage,85,3.0,255.0
2024-03-20,Mocha Magic,San Francisco,Espresso,Beverage,19,3.0,57.0
2024-03-20,Mocha Magic,San Francisco,Espresso,Beverage,48,3.0,144.0
2024-03-20,Mocha Magic,San Francisco,Muffin,Bakery,84,2.5,210.0
2024-03-20,Mocha Magic,San Francisco,Latte,Beverage,91,4.5,409.5
2024-03-20,Mocha Magic,San Francisco,Cold Brew,Beverage,12,4.0,48.0
2024-03-20,Mocha Magic,San Francisco,Cold Brew,Beverage,21,4.0,84.0
2024-03-20,Mocha Magic,San Francisco,Muffin,Bakery,70,2.5,175.0
2024-03-20,Mocha Magic,San Francisco,Cold Brew,Beverage,60,4.0,240.0
2024-03-20,Mocha Magic,San Francisco,Espresso,Beverage,43,3.0,129.0
2024-03-20,Mocha Magic,San Francisco,Latte,Beverage,75,4.5,337.5
2024-03-21,Central Perk,New York,Espresso,Beverage,75,3.0,225.0
2024-03-21,Central Perk,New York,Croissant,Bakery,97,3.0,291.0
2024-03-21,Central Perk,New York,Muffin,Bakery,76,2.5,190.0
2024-03-21,Central Perk,New York,Espresso,Beverage,55,3.0,165.0
2024-03-21,Central Perk,New York,Cold Brew,Beverage,47,4.0,188.0
2024-03-21,Central Perk,New York,Bagel,Bakery,24,2.0,48.0
2024-03-21,Central Perk,New York,Bagel,Bakery,53,2.0,106.0
2024-03-21,Central Perk,New York,Cold Brew,Beverage,53,4.0,212.0
2024-03-21,Central Perk,New York,Croissant,Bakery,70,3.0,210.0
2024-03-21,Central Perk,New York,Espresso,Beverage,69,3.0,207.0
2024-03-21,Brew Haven,Los Angeles,Bagel,Bakery,79,2.0,158.0
2024-03-21,Brew Haven,Los Angeles,Latte,Beverage,93,4.5,418.5
2024-03-21,Brew Haven,Los Angeles,Bagel,Bakery,32,2.0,64.0
2024-03-21,Brew Haven,Los Angeles,Croissant,Bakery,85,3.0,255.0
2024-03-21,Brew Haven,Los Angeles,Muffin,Bakery,49,2.5,122.5
2024-03-21,Brew Haven,Los Angeles,Cold Brew,Beverage,59,4.0,236.0
2024-03-21,Brew Haven,Los Angeles,Latte,Beverage,39,4.5,175.5
2024-03-21,Brew Haven,Los Angeles,Espresso,Beverage,64,3.0,192.0
2024-03-21,Brew Haven,Los Angeles,Croissant,Bakery,68,3.0,204.0
2024-03-21,Brew Haven,Los Angeles,Cold Brew,Beverage,49,4.0,196.0
2024-03-21,Daily Grind,Chicago,Espresso,Beverage,29,3.0,87.0
2024-03-21,Daily Grind,Chicago,Croissant,Bakery,79,3.0,237.0
2024-03-21,Daily Grind,Chicago,Latte,Beverage,58,4.5,261.0
2024-03-21,Daily Grind,Chicago,Latte,Beverage,20,4.5,90.0
2024-03-21,Daily Grind,Chicago,Croissant,Bakery,38,3.0,114.0
2024-03-21,Daily Grind,Chicago,Cold Brew,Beverage,13,4.0,52.0
2024-03-21,Daily Grind,Chicago,Croissant,Bakery,51,3.0,153.0
2024-03-21,Mocha Magic,San Francisco,Croissant,Bakery,72,3.0,216.0
2024-03-21,Mocha Magic,San Francisco,Bagel,Bakery,95,2.0,190.0
2024-03-21,Mocha Magic,San Francisco,Espresso,Beverage,19,3.0,57.0
2024-03-21,Mocha Magic,San Francisco,Espresso,Beverage,78,3.0,234.0
2024-03-21,Mocha Magic,San Francisco,Latte,Beverage,88,4.5,396.0
2024-03-21,Mocha Magic,San Francisco,Cold Brew,Beverage,13,4.0,52.0
2024-03-21,Mocha Magic,San Francisco,Cold Brew,Beverage,100,4.0,400.0
2024-03-21,Mocha Magic,San Francisco,Croissant,Bakery,53,3.0,159.0
2024-03-22,Central Perk,New York,Bagel,Bakery,33,2.0,66.0
2024-03-22,Central Perk,New York,Espresso,Beverage,50,3.0,150.0
2024-03-22,Central Perk,New York,Muffin,Bakery,84,2.5,210.0
2024-03-22,Central Perk,New York,Croissant,Bakery,89,3.0,267.0
2024-03-22,Central Perk,New York,Bagel,Bakery,15,2.0,30.0
2024-03-22,Brew Haven,Los Angeles,Bagel,Bakery,20,2.0,40.0
2024-03-22,Brew Haven,Los Angeles,Latte,Beverage,27,4.5,121.5
2024-03-22,Brew Haven,Los Angeles,Muffin,Bakery,67,2.5,167.5
2024-03-22,Brew Haven,Los Angeles,Croissant,Bakery,89,3.0,267.0
2024-03-22,Brew Haven,Los Angeles,Cold Brew,Beverage,83,4.0,332.0
2024-03-22,Brew Haven,Los Angeles,Croissant,Bakery,61,3.0,183.0
2024-03-22,Daily Grind,Chicago,Croissant,Bakery,47,3.0,141.0
2024-03-22,Daily Grind,Chicago,Espresso,Beverage,80,3.0,240.0
2024-03-22,Daily Grind,Chicago,Bagel,Bakery,18,2.0,36.0
2024-03-22,Daily Grind,Chicago,Cold Brew,Beverage,39,4.0,156.0
2024-03-22,Daily Grind,Chicago,Latte,Beverage,12,4.5,54.0
2024-03-22,Daily Grind,Chicago,Muffin,Bakery,18,2.5,45.0
2024-03-22,Daily Grind,Chicago,Cold Brew,Beverage,97,4.0,388.0
2024-03-22,Daily Grind,Chicago,Espresso,Beverage,57,3.0,171.0
2024-03-22,Daily Grind,Chicago,Bagel,Bakery,50,2.0,100.0
2024-03-22,Mocha Magic,San Francisco,Cold Brew,Beverage,68,4.0,272.0
2024-03-22,Mocha Magic,San Francisco,Muffin,Bakery,61,2.5,152.5
2024-03-22,Mocha Magic,San Francisco,Cold Brew,Beverage,64,4.0,256.0
2024-03-22,Mocha Magic,San Francisco,Croissant,Bakery,27,3.0,81.0
2024-03-22,Mocha Magic,San Francisco,Latte,Beverage,57,4.5,256.5
2024-03-22,Mocha Magic,San Francisco,Cold Brew,Beverage,48,4.0,192.0
2024-03-23,Central Perk,New York,Espresso,Beverage,71,3.0,213.0
2024-03-23,Central Perk,New York,Espresso,Beverage,70,3.0,210.0
2024-03-23,Central Perk,New York,Cold Brew,Beverage,44,4.0,176.0
2024-03-23,Central Perk,New York,Espresso,Beverage,33,3.0,99.0
2024-03-23,Central Perk,New York,Latte,Beverage,52,4.5,234.0
2024-03-23,Central Perk,New York,Latte,Beverage,47,4.5,211.5
2024-03-23,Brew Haven,Los Angeles,Croissant,Bakery,51,3.0,153.0
2024-03-23,Brew Haven,Los Angeles,Muffin,Bakery,32,2.5,80.0
2024-03-23,Brew Haven,Los Angeles,Croissant,Bakery,69,3.0,207.0
2024-03-23,Brew Haven,Los Angeles,Bagel,Bakery,96,2.0,192.0
2024-03-23,Brew Haven,Los Angeles,Latte,Beverage,88,4.5,396.0
2024-03-23,Brew Haven,Los Angeles,Latte,Beverage,30,4.5,135.0
2024-03-23,Brew Haven,Los Angeles,Cold Brew,Beverage,54,4.0,216.0
2024-03-23,Brew Haven,Los Angeles,Muffin,Bakery,26,2.5,65.0
2024-03-23,Brew Haven,Los Angeles,Croissant,Bakery,81,3.0,243.0
2024-03-23,Daily Grind,Chicago,Bagel,Bakery,33,2.0,66.0
2024-03-23,Daily Grind,Chicago,Croissant,Bakery,29,3.0,87.0
2024-03-23,Daily Grind,Chicago,Croissant,Bakery,70,3.0,210.0
2024-03-23,Daily Grind,Chicago,Espresso,Beverage,81,3.0,243.0
2024-03-23,Daily Grind,Chicago,Latte,Beverage,44,4.5,198.0
2024-03-23,Daily Grind,Chicago,Bagel,Bakery,37,2.0,74.0
2024-03-23,Daily Grind,Chicago,Latte,Beverage,63,4.5,283.5
2024-03-23,Mocha Magic,San Francisco,Bagel,Bakery,47,2.0,94.0
2024-03-23,Mocha Magic,San Francisco,Muffin,Bakery,97,2.5,242.5
2024-03-23,Mocha Magic,San Francisco,Latte,Beverage,18,4.5,81.0
2024-03-23,Mocha Magic,San Francisco,Latte,Beverage,48,4.5,216.0
2024-03-23,Mocha Magic,San Francisco,Latte,Beverage,41,4.5,184.5
2024-03-23,Mocha Magic,San Francisco,Espresso,Beverage,84,3.0,252.0
2024-03-23,Mocha Magic,San Francisco,Bagel,Bakery,13,2.0,26.0
2024-03-23,Mocha Magic,San Francisco,Cold Brew,Beverage,68,4.0,272.0
2024-03-23,Mocha Magic,San Francisco,Cold Brew,Beverage,62,4.0,248.0
2024-03-23,Mocha Magic,San Francisco,Croissant,Bakery,64,3.0,192.0
2024-03-24,Central Perk,New York,Croissant,Bakery,27,3.0,81.0
2024-03-24,Central Perk,New York,Muffin,Bakery,72,2.5,180.0
2024-03-24,Central Perk,New York,Muffin,Bakery,91,2.5,227.5
2024-03-24,Central Perk,New York,Cold Brew,Beverage,99,4.0,396.0
2024-03-24,Central Perk,New York,Cold Brew,Beverage,98,4.0,392.0
2024-03-24,Brew Haven,Los Angeles,Muffin,Bakery,18,2.5,45.0
2024-03-24,Brew Haven,Los Angeles,Espresso,Beverage,72,3.0,216.0
2024-03-24,Brew Haven,Los Angeles,Croissant,Bakery,10,3.0,30.0
2024-03-24,Brew Haven,Los Angeles,Muffin,Bakery,89,2.5,222.5
2024-03-24,Brew Haven,Los Angeles,Bagel,Bakery,61,2.0,122.0
2024-03-24,Brew Haven,Los Angeles,Croissant,Bakery,35,3.0,105.0
2024-03-24,Daily Grind,Chicago,Croissant,Bakery,32,3.0,96.0
2024-03-24,Daily Grind,Chicago,Bagel,Bakery,74,2.0,148.0
2024-03-24,Daily Grind,Chicago,Cold Brew,Beverage,10,4.0,40.0
2024-03-24,Daily Grind,Chicago,Croissant,Bakery,73,3.0,219.0
2024-03-24,Daily Grind,Chicago,Muffin,Bakery,61,2.5,152.5
2024-03-24,Daily Grind,Chicago,Espresso,Beverage,88,3.0,264.0
2024-03-24,Daily Grind,Chicago,Latte,Beverage,99,4.5,445.5
2024-03-24,Daily Grind,Chicago,Latte,Beverage,43,4.5,193.5
2024-03-24,Daily Grind,Chicago,Muffin,Bakery,33,2.5,82.5
2024-03-24,Mocha Magic,San Francisco,Bagel,Bakery,62,2.0,124.0
2024-03-24,Mocha Magic,San Francisco,Croissant,Bakery,53,3.0,159.0
2024-03-24,Mocha Magic,San Francisco,Latte,Beverage,33,4.5,148.5
2024-03-24,Mocha Magic,San Francisco,Latte,Beverage,92,4.5,414.0
2024-03-24,Mocha Magic,San Francisco,Cold Brew,Beverage,28,4.0,112.0
2024-03-24,Mocha Magic,San Francisco,Bagel,Bakery,94,2.0,188.0
2024-03-24,Mocha Magic,San Francisco,Espresso,Beverage,11,3.0,33.0
2024-03-25,Central Perk,New York,Bagel,Bakery,38,2.0,76.0
2024-03-25,Central Perk,New York,Cold Brew,Beverage,23,4.0,92.0
2024-03-25,Central Perk,New York,Cold Brew,Beverage,89,4.0,356.0
2024-03-25,Central Perk,New York,Latte,Beverage,53,4.5,238.5
2024-03-25,Central Perk,New York,Bagel,Bakery,63,2.0,126.0
2024-03-25,Brew Haven,Los Angeles,Latte,Beverage,44,4.5,198.0
2024-03-25,Brew Haven,Los Angeles,Cold Brew,Beverage,88,4.0,352.0
2024-03-25,Brew Haven,Los Angeles,Espresso,Beverage,41,3.0,123.0
2024-03-25,Brew Haven,Los Angeles,Cold Brew,Beverage,75,4.0,300.0
2024-03-25,Brew Haven,Los Angeles,Cold Brew,Beverage,70,4.0,280.0
2024-03-25,Brew Haven,Los Angeles,Latte,Beverage,13,4.5,58.5
2024-03-25,Brew Haven,Los Angeles,Bagel,Bakery,44,2.0,88.0
2024-03-25,Brew Haven,Los Angeles,Bagel,Bakery,44,2.0,88.0
2024-03-25,Brew Haven,Los Angeles,Cold Brew,Beverage,49,4.0,196.0
2024-03-25,Daily Grind,Chicago,Muffin,Bakery,75,2.5,187.5
2024-03-25,Daily Grind,Chicago,Latte,Beverage,93,4.5,418.5
2024-03-25,Daily Grind,Chicago,Espresso,Beverage,82,3.0,246.0
2024-03-25,Daily Grind,Chicago,Latte,Beverage,17,4.5,76.5
2024-03-25,Daily Grind,Chicago,Croissant,Bakery,83,3.0,249.0
2024-03-25,Daily Grind,Chicago,Cold Brew,Beverage,71,4.0,284.0
2024-03-25,Daily Grind,Chicago,Latte,Beverage,95,4.5,427.5
2024-03-25,Daily Grind,Chicago,Espresso,Beverage,36,3.0,108.0
2024-03-25,Daily Grind,Chicago,Muffin,Bakery,31,2.5,77.5
2024-03-25,Mocha Magic,San Francisco,Espresso,Beverage,89,3.0,267.0
2024-03-25,Mocha Magic,San Francisco,Espresso,Beverage,10,3.0,30.0
2024-03-25,Mocha Magic,San Francisco,Bagel,Bakery,67,2.0,134.0
2024-03-25,Mocha Magic,San Francisco,Croissant,Bakery,43,3.0,129.0
2024-03-25,Mocha Magic,San Francisco,Cold Brew,Beverage,91,4.0,364.0
2024-03-25,Mocha Magic,San Francisco,Bagel,Bakery,10,2.0,20.0
2024-03-25,Mocha Magic,San Francisco,Cold Brew,Beverage,63,4.0,252.0
2024-03-25,Mocha Magic,San Francisco,Bagel,Bakery,97,2.0,194.0
2024-03-26,Central Perk,New York,Croissant,Bakery,16,3.0,48.0
2024-03-26,Central Perk,New York,Muffin,Bakery,55,2.5,137.5
2024-03-26,Central Perk,New York,Espresso,Beverage,67,3.0,201.0
2024-03-26,Central Perk,New York,Cold Brew,Beverage,81,4.0,324.0
2024-03-26,Central Perk,New York,Croissant,Bakery,69,3.0,207.0
2024-03-26,Central Perk,New York,Latte,Beverage,12,4.5,54.0
2024-03-26,Central Perk,New York,Cold Brew,Beverage,37,4.0,148.0
2024-03-26,Central Perk,New York,Muffin,Bakery,21,2.5,52.5
2024-03-26,Brew Haven,Los Angeles,Latte,Beverage,100,4.5,450.0
2024-03-26,Brew Haven,Los Angeles,Espresso,Beverage,82,3.0,246.0
2024-03-26,Brew Haven,Los Angeles,Latte,Beverage,61,4.5,274.5
2024-03-26,Brew Haven,Los Angeles,Latte,Beverage,16,4.5,72.0
2024-03-26,Brew Haven,Los Angeles,Muffin,Bakery,49,2.5,122.5
2024-03-26,Brew Haven,Los Angeles,Espresso,Beverage,69,3.0,207.0
2024-03-26,Daily Grind,Chicago,Latte,Beverage,44,4.5,198.0
2024-03-26,Daily Grind,Chicago,Cold Brew,Beverage,89,4.0,356.0
2024-03-26,Daily Grind,Chicago,Cold Brew,Beverage,66,4.0,264.0
2024-03-26,Daily Grind,Chicago,Espresso,Beverage,55,3.0,165.0
2024-03-26,Daily Grind,Chicago,Cold Brew,Beverage,20,4.0,80.0
2024-03-26,Daily Grind,Chicago,Croissant,Bakery,14,3.0,42.0
2024-03-26,Daily Grind,Chicago,Bagel,Bakery,36,2.0,72.0
2024-03-26,Daily Grind,Chicago,Croissant,Bakery,83,3.0,249.0
2024-03-26,Daily Grind,Chicago,Muffin,Bakery,57,2.5,142.5
2024-03-26,Mocha Magic,San Francisco,Cold Brew,Beverage,51,4.0,204.0
2024-03-26,Mocha Magic,San Francisco,Croissant,Bakery,56,3.0,168.0
2024-03-26,Mocha Magic,San Francisco,Latte,Beverage,70,4.5,315.0
2024-03-26,Mocha Magic,San Francisco,Cold Brew,Beverage,88,4.0,352.0
2024-03-26,Mocha Magic,San Francisco,Espresso,Beverage,23,3.0,69.0
2024-03-26,Mocha Magic,San Francisco,Espresso,Beverage,33,3.0,99.0
2024-03-27,Central Perk,New York,Bagel,Bakery,64,2.0,128.0
2024-03-27,Central Perk,New York,Bagel,Bakery,58,2.0,116.0
2024-03-27,Central Perk,New York,Espresso,Beverage,73,3.0,219.0
2024-03-27,Central Perk,New York,Espresso,Beverage,39,3.0,117.0
2024-03-27,Central Perk,New York,Croissant,Bakery,19,3.0,57.0
2024-03-27,Central Perk,New York,Muffin,Bakery,65,2.5,162.5
2024-03-27,Central Perk,New York,Croissant,Bakery,24,3.0,72.0
2024-03-27,Central Perk,New York,Croissant,Bakery,21,3.0,63.0
2024-03-27,Central Perk,New York,Croissant,Bakery,32,3.0,96.0
2024-03-27,Brew Haven,Los Angeles,Muffin,Bakery,10,2.5,25.0
2024-03-27,Brew Haven,Los Angeles,Latte,Beverage,35,4.5,157.5
2024-03-27,Brew Haven,Los Angeles,Bagel,Bakery,30,2.0,60.0
2024-03-27,Brew Haven,Los Angeles,Cold Brew,Beverage,17,4.0,68.0
2024-03-27,Brew Haven,Los Angeles,Bagel,Bakery,32,2.0,64.0
2024-03-27,Brew Haven,Los Angeles,Bagel,Bakery,94,2.0,188.0
2024-03-27,Brew Haven,Los Angeles,Muffin,Bakery,25,2.5,62.5
2024-03-27,Brew Haven,Los Angeles,Espresso,Beverage,16,3.0,48.0
2024-03-27,Daily Grind,Chicago,Espresso,Beverage,24,3.0,72.0
2024-03-27,Daily Grind,Chicago,Muffin,Bakery,86,2.5,215.0
2024-03-27,Daily Grind,Chicago,Latte,Beverage,65,4.5,292.5
2024-03-27,Daily Grind,Chicago,Muffin,Bakery,24,2.5,60.0
2024-03-27,Daily Grind,Chicago,Cold Brew,Beverage,53,4.0,212.0
2024-03-27,Daily Grind,Chicago,Muffin,Bakery,27,2.5,67.5
2024-03-27,Daily Grind,Chicago,Latte,Beverage,71,4.5,319.5
2024-03-27,Mocha Magic,San Francisco,Muffin,Bakery,63,2.5,157.5
2024-03-27,Mocha Magic,San Francisco,Cold Brew,Beverage,43,4.0,172.0
2024-03-27,Mocha Magic,San Francisco,Espresso,Beverage,58,3.0,174.0
2024-03-27,Mocha Magic,San Francisco,Bagel,Bakery,52,2.0,104.0
2024-03-27,Mocha Magic,San Francisco,Croissant,Bakery,72,3.0,216.0
2024-03-27,Mocha Magic,San Francisco,Muffin,Bakery,55,2.5,137.5
2024-03-27,Mocha Magic,San Francisco,Muffin,Bakery,37,2.5,92.5
2024-03-27,Mocha Magic,San Francisco,Muffin,Bakery,54,2.5,135.0
2024-03-27,Mocha Magic,San Francisco,Cold Brew,Beverage,97,4.0,388.0
2024-03-27,Mocha Magic,San Francisco,Croissant,Bakery,39,3.0,117.0
2024-03-28,Central Perk,New York,Latte,Beverage,77,4.5,346.5
2024-03-28,Central Perk,New York,Latte,Beverage,37,4.5,166.5
2024-03-28,Central Perk,New York,Latte,Beverage,88,4.5,396.0
2024-03-28,Central Perk,New York,Croissant,Bakery,61,3.0,183.0
2024-03-28,Central Perk,New York,Espresso,Beverage,28,3.0,84.0
2024-03-28,Central Perk,New York,Cold Brew,Beverage,59,4.0,236.0
2024-03-28,Central Perk,New York,Latte,Beverage,11,4.5,49.5
2024-03-28,Brew Haven,Los Angeles,Croissant,Bakery,98,3.0,294.0
2024-03-28,Brew Haven,Los Angeles,Bagel,Bakery,99,2.0,198.0
2024-03-28,Brew Haven,Los Angeles,Espresso,Beverage,91,3.0,273.0
2024-03-28,Brew Haven,Los Angeles,Latte,Beverage,59,4.5,265.5
2024-03-28,Brew Haven,Los Angeles,Muffin,Bakery,47,2.5,117.5
2024-03-28,Brew Haven,Los Angeles,Latte,Beverage,57,4.5,256.5
2024-03-28,Brew Haven,Los Angeles,Muffin,Bakery,85,2.5,212.5
2024-03-28,Daily Grind,Chicago,Bagel,Bakery,33,2.0,66.0
2024-03-28,Daily Grind,Chicago,Croissant,Bakery,20,3.0,60.0
2024-03-28,Daily Grind,Chicago,Muffin,Bakery,21,2.5,52.5
2024-03-28,Daily Grind,Chicago,Latte,Beverage,41,4.5,184.5
2024-03-28,Daily Grind,Chicago,Latte,Beverage,87,4.5,391.5
2024-03-28,Daily Grind,Chicago,Croissant,Bakery,58,3.0,174.0
2024-03-28,Daily Grind,Chicago,Bagel,Bakery,16,2.0,32.0
2024-03-28,Daily Grind,Chicago,Latte,Beverage,52,4.5,234.0
2024-03-28,Daily Grind,Chicago,Latte,Beverage,94,4.5,423.0
2024-03-28,Daily Grind,Chicago,Croissant,Bakery,76,3.0,228.0
2024-03-28,Mocha Magic,San Francisco,Bagel,Bakery,13,2.0,26.0
2024-03-28,Mocha Magic,San Francisco,Espresso,Beverage,24,3.0,72.0
2024-03-28,Mocha Magic,San Francisco,Espresso,Beverage,54,3.0,162.0
2024-03-28,Mocha Magic,San Francisco,Bagel,Bakery,47,2.0,94.0
2024-03-28,Mocha Magic,San Francisco,Espresso,Beverage,14,3.0,42.0
2024-03-29,Central Perk,New York,Latte,Beverage,33,4.5,148.5
2024-03-29,Central Perk,New York,Espresso,Beverage,63,3.0,189.0
2024-03-29,Central Perk,New York,Bagel,Bakery,76,2.0,152.0
2024-03-29,Central Perk,New York,Croissant,Bakery,68,3.0,204.0
2024-03-29,Central Perk,New York,Muffin,Bakery,95,2.5,237.5
2024-03-29,Central Perk,New York,Espresso,Beverage,91,3.0,273.0
2024-03-29,Central Perk,New York,Espresso,Beverage,44,3.0,132.0
2024-03-29,Central Perk,New York,Croissant,Bakery,83,3.0,249.0
2024-03-29,Brew Haven,Los Angeles,Muffin,Bakery,47,2.5,117.5
2024-03-29,Brew Haven,Los Angeles,Espresso,Beverage,10,3.0,30.0
2024-03-29,Brew Haven,Los Angeles,Muffin,Bakery,71,2.5,177.5
2024-03-29,Brew Haven,Los Angeles,Espresso,Beverage,92,3.0,276.0
2024-03-29,Brew Haven,Los Angeles,Muffin,Bakery,93,2.5,232.5
2024-03-29,Brew Haven,Los Angeles,Muffin,Bakery,34,2.5,85.0
2024-03-29,Brew Haven,Los Angeles,Cold Brew,Beverage,36,4.0,144.0
2024-03-29,Brew Haven,Los Angeles,Croissant,Bakery,29,3.0,87.0
2024-03-29,Brew Haven,Los Angeles,Cold Brew,Beverage,48,4.0,192.0
2024-03-29,Daily Grind,Chicago,Croissant,Bakery,35,3.0,105.0
2024-03-29,Daily Grind,Chicago,Muffin,Bakery,93,2.5,232.5
2024-03-29,Daily Grind,Chicago,Cold Brew,Beverage,21,4.0,84.0
2024-03-29,Daily Grind,Chicago,Espresso,Beverage,25,3.0,75.0
2024-03-29,Daily Grind,Chicago,Cold Brew,Beverage,16,4.0,64.0
2024-03-29,Mocha Magic,San Francisco,Bagel,Bakery,40,2.0,80.0
2024-03-29,Mocha Magic,San Francisco,Latte,Beverage,86,4.5,387.0
2024-03-29,Mocha Magic,San Francisco,Cold Brew,Beverage,82,4.0,328.0
2024-03-29,Mocha Magic,San Francisco,Espresso,Beverage,75,3.0,225.0
2024-03-29,Mocha Magic,San Francisco,Espresso,Beverage,52,3.0,156.0
2024-03-30,Central Perk,New York,Muffin,Bakery,95,2.5,237.5
2024-03-30,Central Perk,New York,Cold Brew,Beverage,40,4.0,160.0
2024-03-30,Central Perk,New York,Muffin,Bakery,57,2.5,142.5
2024-03-30,Central Perk,New York,Muffin,Bakery,44,2.5,110.0
2024-03-30,Central Perk,New York,Latte,Beverage,51,4.5,229.5
2024-03-30,Central Perk,New York,Croissant,Bakery,20,3.0,60.0
